* AERMOD ( 19191): DISPERSIÓN - CO                                                         04/30/20
* AERMET ( 19191): EJECUTADO POR N. USCUCHAGUA                                              22:39:42
* MODELING OPTIONS USED:   NonDFAULT  CONC  FLAT  FLGPOL  RURAL  ADJ_U*  MMIF_Data
*         POST/PLOT FILE OF CONCURRENT  1-HR VALUES FOR SOURCE GROUP: ALL     
*         FOR A TOTAL OF     2 RECEPTORS.
*         FORMAT: (3(1X,F13.5),3(1X,F8.2),2X,A6,2X,A8,2X,I8.8,2X,A8)                                                                                                                                                      
*        X             Y      AVERAGE CONC    ZELEV    ZHILL    ZFLAG    AVE     GRP       DATE     NET ID
* ____________  ____________  ____________   ______   ______   ______  ______  ________  ________  ________
  500020.00000 8341827.00000      18.20092   500.00   500.00     1.50    1-HR  ALL       16012510          
  499990.00000 8341510.00000       0.62967   500.00   500.00     1.50    1-HR  ALL       16012511          
  500020.00000 8341827.00000      27.23201   500.00   500.00     1.50    1-HR  ALL       16012511          
  499990.00000 8341510.00000       0.75527   500.00   500.00     1.50    1-HR  ALL       16012512          
  500020.00000 8341827.00000      31.16253   500.00   500.00     1.50    1-HR  ALL       16012512          
  499990.00000 8341510.00000       0.46457   500.00   500.00     1.50    1-HR  ALL       16012513          
  500020.00000 8341827.00000      15.80188   500.00   500.00     1.50    1-HR  ALL       16012513          
  499990.00000 8341510.00000       0.37563   500.00   500.00     1.50    1-HR  ALL       16012514          
  500020.00000 8341827.00000      15.77295   500.00   500.00     1.50    1-HR  ALL       16012514          
  499990.00000 8341510.00000       0.41976   500.00   500.00     1.50    1-HR  ALL       16012515          
  500020.00000 8341827.00000      16.78727   500.00   500.00     1.50    1-HR  ALL       16012515          
  499990.00000 8341510.00000       0.20992   500.00   500.00     1.50    1-HR  ALL       16012516          
  500020.00000 8341827.00000       9.27662   500.00   500.00     1.50    1-HR  ALL       16012516          
  499990.00000 8341510.00000       0.06380   500.00   500.00     1.50    1-HR  ALL       16012517          
  500020.00000 8341827.00000       1.54645   500.00   500.00     1.50    1-HR  ALL       16012517          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012518          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012518          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012519          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012519          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012520          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012520          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012521          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012521          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012522          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012522          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012523          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012523          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012524          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012524          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012601          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012601          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012602          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012602          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012603          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012603          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012604          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012604          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012605          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012605          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012606          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012606          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012607          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012607          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012608          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012608          
  499990.00000 8341510.00000       0.91501   500.00   500.00     1.50    1-HR  ALL       16012609          
  500020.00000 8341827.00000      18.86298   500.00   500.00     1.50    1-HR  ALL       16012609          
  499990.00000 8341510.00000       0.94967   500.00   500.00     1.50    1-HR  ALL       16012610          
  500020.00000 8341827.00000      14.79951   500.00   500.00     1.50    1-HR  ALL       16012610          
  499990.00000 8341510.00000       1.20920   500.00   500.00     1.50    1-HR  ALL       16012611          
  500020.00000 8341827.00000       8.18468   500.00   500.00     1.50    1-HR  ALL       16012611          
  499990.00000 8341510.00000       0.52835   500.00   500.00     1.50    1-HR  ALL       16012612          
  500020.00000 8341827.00000       6.96365   500.00   500.00     1.50    1-HR  ALL       16012612          
  499990.00000 8341510.00000       0.36189   500.00   500.00     1.50    1-HR  ALL       16012613          
  500020.00000 8341827.00000       9.35588   500.00   500.00     1.50    1-HR  ALL       16012613          
  499990.00000 8341510.00000       0.25675   500.00   500.00     1.50    1-HR  ALL       16012614          
  500020.00000 8341827.00000       9.83687   500.00   500.00     1.50    1-HR  ALL       16012614          
  499990.00000 8341510.00000       0.32229   500.00   500.00     1.50    1-HR  ALL       16012615          
  500020.00000 8341827.00000      13.72710   500.00   500.00     1.50    1-HR  ALL       16012615          
  499990.00000 8341510.00000       0.14512   500.00   500.00     1.50    1-HR  ALL       16012616          
  500020.00000 8341827.00000       7.08377   500.00   500.00     1.50    1-HR  ALL       16012616          
  499990.00000 8341510.00000       0.05470   500.00   500.00     1.50    1-HR  ALL       16012617          
  500020.00000 8341827.00000       2.38019   500.00   500.00     1.50    1-HR  ALL       16012617          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012618          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012618          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012619          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012619          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012620          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012620          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012621          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012621          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012622          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012622          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012623          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012623          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012624          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012624          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012701          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012701          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012702          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012702          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012703          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012703          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012704          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012704          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012705          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012705          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012706          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012706          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012707          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012707          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012708          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012708          
  499990.00000 8341510.00000       1.16168   500.00   500.00     1.50    1-HR  ALL       16012709          
  500020.00000 8341827.00000      30.36054   500.00   500.00     1.50    1-HR  ALL       16012709          
  499990.00000 8341510.00000       0.82398   500.00   500.00     1.50    1-HR  ALL       16012710          
  500020.00000 8341827.00000      28.58398   500.00   500.00     1.50    1-HR  ALL       16012710          
  499990.00000 8341510.00000       0.59920   500.00   500.00     1.50    1-HR  ALL       16012711          
  500020.00000 8341827.00000      25.35996   500.00   500.00     1.50    1-HR  ALL       16012711          
  499990.00000 8341510.00000       0.38129   500.00   500.00     1.50    1-HR  ALL       16012712          
  500020.00000 8341827.00000      17.12620   500.00   500.00     1.50    1-HR  ALL       16012712          
  499990.00000 8341510.00000       0.26776   500.00   500.00     1.50    1-HR  ALL       16012713          
  500020.00000 8341827.00000      12.05308   500.00   500.00     1.50    1-HR  ALL       16012713          
  499990.00000 8341510.00000       0.19827   500.00   500.00     1.50    1-HR  ALL       16012714          
  500020.00000 8341827.00000       7.53496   500.00   500.00     1.50    1-HR  ALL       16012714          
  499990.00000 8341510.00000       0.28394   500.00   500.00     1.50    1-HR  ALL       16012715          
  500020.00000 8341827.00000      13.91865   500.00   500.00     1.50    1-HR  ALL       16012715          
  499990.00000 8341510.00000       0.10528   500.00   500.00     1.50    1-HR  ALL       16012716          
  500020.00000 8341827.00000       5.94643   500.00   500.00     1.50    1-HR  ALL       16012716          
  499990.00000 8341510.00000       0.01859   500.00   500.00     1.50    1-HR  ALL       16012717          
  500020.00000 8341827.00000       0.45908   500.00   500.00     1.50    1-HR  ALL       16012717          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012718          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012718          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012719          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012719          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012720          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012720          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012721          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012721          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012722          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012722          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012723          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012723          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012724          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012724          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012801          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012801          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012802          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012802          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012803          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012803          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012804          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012804          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012805          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012805          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012806          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012806          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012807          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012807          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012808          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012808          
  499990.00000 8341510.00000       0.23446   500.00   500.00     1.50    1-HR  ALL       16012809          
  500020.00000 8341827.00000       3.95198   500.00   500.00     1.50    1-HR  ALL       16012809          
  499990.00000 8341510.00000       0.72367   500.00   500.00     1.50    1-HR  ALL       16012810          
  500020.00000 8341827.00000      15.73807   500.00   500.00     1.50    1-HR  ALL       16012810          
  499990.00000 8341510.00000       0.81660   500.00   500.00     1.50    1-HR  ALL       16012811          
  500020.00000 8341827.00000      24.09700   500.00   500.00     1.50    1-HR  ALL       16012811          
  499990.00000 8341510.00000       0.76577   500.00   500.00     1.50    1-HR  ALL       16012812          
  500020.00000 8341827.00000      20.46827   500.00   500.00     1.50    1-HR  ALL       16012812          
  499990.00000 8341510.00000       0.62585   500.00   500.00     1.50    1-HR  ALL       16012813          
  500020.00000 8341827.00000      18.15626   500.00   500.00     1.50    1-HR  ALL       16012813          
  499990.00000 8341510.00000       0.44526   500.00   500.00     1.50    1-HR  ALL       16012814          
  500020.00000 8341827.00000      17.94381   500.00   500.00     1.50    1-HR  ALL       16012814          
  499990.00000 8341510.00000       0.32751   500.00   500.00     1.50    1-HR  ALL       16012815          
  500020.00000 8341827.00000      17.03857   500.00   500.00     1.50    1-HR  ALL       16012815          
  499990.00000 8341510.00000       0.21264   500.00   500.00     1.50    1-HR  ALL       16012816          
  500020.00000 8341827.00000      10.46307   500.00   500.00     1.50    1-HR  ALL       16012816          
  499990.00000 8341510.00000       0.01825   500.00   500.00     1.50    1-HR  ALL       16012817          
  500020.00000 8341827.00000       1.25375   500.00   500.00     1.50    1-HR  ALL       16012817          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012818          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012818          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012819          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012819          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012820          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012820          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012821          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012821          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012822          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012822          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012823          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012823          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012824          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012824          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012901          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012901          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012902          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012902          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012903          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012903          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012904          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012904          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012905          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012905          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012906          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012906          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012907          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012907          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012908          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012908          
  499990.00000 8341510.00000       1.77714   500.00   500.00     1.50    1-HR  ALL       16012909          
  500020.00000 8341827.00000       8.84902   500.00   500.00     1.50    1-HR  ALL       16012909          
  499990.00000 8341510.00000       0.88019   500.00   500.00     1.50    1-HR  ALL       16012910          
  500020.00000 8341827.00000      30.49950   500.00   500.00     1.50    1-HR  ALL       16012910          
  499990.00000 8341510.00000       0.32656   500.00   500.00     1.50    1-HR  ALL       16012911          
  500020.00000 8341827.00000      17.31507   500.00   500.00     1.50    1-HR  ALL       16012911          
  499990.00000 8341510.00000       0.17878   500.00   500.00     1.50    1-HR  ALL       16012912          
  500020.00000 8341827.00000      11.31289   500.00   500.00     1.50    1-HR  ALL       16012912          
  499990.00000 8341510.00000       0.15075   500.00   500.00     1.50    1-HR  ALL       16012913          
  500020.00000 8341827.00000       8.96548   500.00   500.00     1.50    1-HR  ALL       16012913          
  499990.00000 8341510.00000       0.16304   500.00   500.00     1.50    1-HR  ALL       16012914          
  500020.00000 8341827.00000       8.22477   500.00   500.00     1.50    1-HR  ALL       16012914          
  499990.00000 8341510.00000       0.13332   500.00   500.00     1.50    1-HR  ALL       16012915          
  500020.00000 8341827.00000       6.80831   500.00   500.00     1.50    1-HR  ALL       16012915          
  499990.00000 8341510.00000       0.07083   500.00   500.00     1.50    1-HR  ALL       16012916          
  500020.00000 8341827.00000       4.72706   500.00   500.00     1.50    1-HR  ALL       16012916          
  499990.00000 8341510.00000       0.01650   500.00   500.00     1.50    1-HR  ALL       16012917          
  500020.00000 8341827.00000       0.26564   500.00   500.00     1.50    1-HR  ALL       16012917          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012918          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012918          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012919          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012919          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012920          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012920          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012921          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012921          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012922          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012922          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012923          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012923          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012924          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16012924          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013001          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013001          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013002          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013002          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013003          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013003          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013004          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013004          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013005          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013005          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013006          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013006          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013007          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013007          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013008          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013008          
  499990.00000 8341510.00000       0.33148   500.00   500.00     1.50    1-HR  ALL       16013009          
  500020.00000 8341827.00000       7.04855   500.00   500.00     1.50    1-HR  ALL       16013009          
  499990.00000 8341510.00000       0.46608   500.00   500.00     1.50    1-HR  ALL       16013010          
  500020.00000 8341827.00000      20.47276   500.00   500.00     1.50    1-HR  ALL       16013010          
  499990.00000 8341510.00000       0.32395   500.00   500.00     1.50    1-HR  ALL       16013011          
  500020.00000 8341827.00000      16.69637   500.00   500.00     1.50    1-HR  ALL       16013011          
  499990.00000 8341510.00000       0.28342   500.00   500.00     1.50    1-HR  ALL       16013012          
  500020.00000 8341827.00000       8.45699   500.00   500.00     1.50    1-HR  ALL       16013012          
  499990.00000 8341510.00000       0.25533   500.00   500.00     1.50    1-HR  ALL       16013013          
  500020.00000 8341827.00000       4.60589   500.00   500.00     1.50    1-HR  ALL       16013013          
  499990.00000 8341510.00000       0.25181   500.00   500.00     1.50    1-HR  ALL       16013014          
  500020.00000 8341827.00000       5.64533   500.00   500.00     1.50    1-HR  ALL       16013014          
  499990.00000 8341510.00000       0.29199   500.00   500.00     1.50    1-HR  ALL       16013015          
  500020.00000 8341827.00000       4.58826   500.00   500.00     1.50    1-HR  ALL       16013015          
  499990.00000 8341510.00000       0.22063   500.00   500.00     1.50    1-HR  ALL       16013016          
  500020.00000 8341827.00000       5.22184   500.00   500.00     1.50    1-HR  ALL       16013016          
  499990.00000 8341510.00000       0.04669   500.00   500.00     1.50    1-HR  ALL       16013017          
  500020.00000 8341827.00000       2.57236   500.00   500.00     1.50    1-HR  ALL       16013017          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013018          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013018          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013019          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013019          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013020          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013020          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013021          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013021          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013022          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013022          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013023          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013023          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013024          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013024          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013101          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013101          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013102          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013102          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013103          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013103          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013104          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013104          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013105          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013105          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013106          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013106          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013107          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013107          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013108          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16013108          
  499990.00000 8341510.00000       0.72117   500.00   500.00     1.50    1-HR  ALL       16013109          
  500020.00000 8341827.00000       4.73855   500.00   500.00     1.50    1-HR  ALL       16013109          
  499990.00000 8341510.00000       0.21149   500.00   500.00     1.50    1-HR  ALL       16013110          
  500020.00000 8341827.00000      11.22312   500.00   500.00     1.50    1-HR  ALL       16013110          
  499990.00000 8341510.00000       0.16699   500.00   500.00     1.50    1-HR  ALL       16013111          
  500020.00000 8341827.00000      11.11275   500.00   500.00     1.50    1-HR  ALL       16013111          
  499990.00000 8341510.00000       0.27843   500.00   500.00     1.50    1-HR  ALL       16013112          
  500020.00000 8341827.00000      15.81472   500.00   500.00     1.50    1-HR  ALL       16013112          
  499990.00000 8341510.00000       0.15108   500.00   500.00     1.50    1-HR  ALL       16013113          
  500020.00000 8341827.00000       8.57861   500.00   500.00     1.50    1-HR  ALL       16013113          
  499990.00000 8341510.00000       0.22038   500.00   500.00     1.50    1-HR  ALL       16013114          
  500020.00000 8341827.00000      12.49974   500.00   500.00     1.50    1-HR  ALL       16013114          
  499990.00000 8341510.00000       0.12902   500.00   500.00     1.50    1-HR  ALL       16013115          
  500020.00000 8341827.00000       7.97107   500.00   500.00     1.50    1-HR  ALL       16013115          
  499990.00000 8341510.00000       0.11212   500.00   500.00     1.50    1-HR  ALL       16013116          
  500020.00000 8341827.00000       6.67625   500.00   500.00     1.50    1-HR  ALL       16013116          
  499990.00000 8341510.00000       0.02380   500.00   500.00     1.50    1-HR  ALL       16013117          
  500020.00000 8341827.00000       0.93148   500.00   500.00     1.50    1-HR  ALL       16013117          
