* AERMOD ( 19191): DISPERSIÓN - CO                                                         04/30/20
* AERMET ( 19191): EJECUTADO POR N. USCUCHAGUA                                              22:39:42
* MODELING OPTIONS USED:   NonDFAULT  CONC  FLAT  FLGPOL  RURAL  ADJ_U*  MMIF_Data
*         POST/PLOT FILE OF CONCURRENT  1-HR VALUES FOR SOURCE GROUP: ALL     
*         FOR A TOTAL OF     2 RECEPTORS.
*         FORMAT: (3(1X,F13.5),3(1X,F8.2),2X,A6,2X,A8,2X,I8.8,2X,A8)                                                                                                                                                      
*        X             Y      AVERAGE CONC    ZELEV    ZHILL    ZFLAG    AVE     GRP       DATE     NET ID
* ____________  ____________  ____________   ______   ______   ______  ______  ________  ________  ________
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011219          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011220          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011220          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011221          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011221          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011222          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011222          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011223          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011223          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011224          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011224          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011301          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011301          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011302          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011302          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011303          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011303          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011304          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011304          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011305          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011305          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011306          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011306          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011307          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011307          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011308          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011308          
  499990.00000 8341510.00000       0.21258   500.00   500.00     1.50    1-HR  ALL       16011309          
  500020.00000 8341827.00000       6.78446   500.00   500.00     1.50    1-HR  ALL       16011309          
  499990.00000 8341510.00000       0.42428   500.00   500.00     1.50    1-HR  ALL       16011310          
  500020.00000 8341827.00000      17.79719   500.00   500.00     1.50    1-HR  ALL       16011310          
  499990.00000 8341510.00000       0.32874   500.00   500.00     1.50    1-HR  ALL       16011311          
  500020.00000 8341827.00000      17.75106   500.00   500.00     1.50    1-HR  ALL       16011311          
  499990.00000 8341510.00000       0.18165   500.00   500.00     1.50    1-HR  ALL       16011312          
  500020.00000 8341827.00000      11.85730   500.00   500.00     1.50    1-HR  ALL       16011312          
  499990.00000 8341510.00000       0.13526   500.00   500.00     1.50    1-HR  ALL       16011313          
  500020.00000 8341827.00000       8.80175   500.00   500.00     1.50    1-HR  ALL       16011313          
  499990.00000 8341510.00000       0.13295   500.00   500.00     1.50    1-HR  ALL       16011314          
  500020.00000 8341827.00000       5.19903   500.00   500.00     1.50    1-HR  ALL       16011314          
  499990.00000 8341510.00000       0.05656   500.00   500.00     1.50    1-HR  ALL       16011315          
  500020.00000 8341827.00000       2.40849   500.00   500.00     1.50    1-HR  ALL       16011315          
  499990.00000 8341510.00000       0.02046   500.00   500.00     1.50    1-HR  ALL       16011316          
  500020.00000 8341827.00000       0.54802   500.00   500.00     1.50    1-HR  ALL       16011316          
  499990.00000 8341510.00000       0.00209   500.00   500.00     1.50    1-HR  ALL       16011317          
  500020.00000 8341827.00000       0.03661   500.00   500.00     1.50    1-HR  ALL       16011317          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011318          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011318          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011319          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011319          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011320          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011320          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011321          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011321          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011322          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011322          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011323          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011323          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011324          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011324          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011401          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011401          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011402          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011402          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011403          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011403          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011404          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011404          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011405          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011405          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011406          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011406          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011407          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011407          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011408          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011408          
  499990.00000 8341510.00000       0.00006   500.00   500.00     1.50    1-HR  ALL       16011409          
  500020.00000 8341827.00000       0.00498   500.00   500.00     1.50    1-HR  ALL       16011409          
  499990.00000 8341510.00000       0.06913   500.00   500.00     1.50    1-HR  ALL       16011410          
  500020.00000 8341827.00000       5.26814   500.00   500.00     1.50    1-HR  ALL       16011410          
  499990.00000 8341510.00000       0.21312   500.00   500.00     1.50    1-HR  ALL       16011411          
  500020.00000 8341827.00000      13.25419   500.00   500.00     1.50    1-HR  ALL       16011411          
  499990.00000 8341510.00000       0.38174   500.00   500.00     1.50    1-HR  ALL       16011412          
  500020.00000 8341827.00000      20.82785   500.00   500.00     1.50    1-HR  ALL       16011412          
  499990.00000 8341510.00000       0.19895   500.00   500.00     1.50    1-HR  ALL       16011413          
  500020.00000 8341827.00000      12.98883   500.00   500.00     1.50    1-HR  ALL       16011413          
  499990.00000 8341510.00000       0.14601   500.00   500.00     1.50    1-HR  ALL       16011414          
  500020.00000 8341827.00000      10.31373   500.00   500.00     1.50    1-HR  ALL       16011414          
  499990.00000 8341510.00000       0.06294   500.00   500.00     1.50    1-HR  ALL       16011415          
  500020.00000 8341827.00000       3.85523   500.00   500.00     1.50    1-HR  ALL       16011415          
  499990.00000 8341510.00000       0.01840   500.00   500.00     1.50    1-HR  ALL       16011416          
  500020.00000 8341827.00000       1.09615   500.00   500.00     1.50    1-HR  ALL       16011416          
  499990.00000 8341510.00000       0.00190   500.00   500.00     1.50    1-HR  ALL       16011417          
  500020.00000 8341827.00000       0.09394   500.00   500.00     1.50    1-HR  ALL       16011417          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011418          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011418          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011419          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011419          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011420          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011420          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011421          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011421          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011422          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011422          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011423          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011423          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011424          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011424          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011501          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011501          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011502          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011502          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011503          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011503          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011504          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011504          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011505          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011505          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011506          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011506          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011507          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011507          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011508          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011508          
  499990.00000 8341510.00000       0.00811   500.00   500.00     1.50    1-HR  ALL       16011509          
  500020.00000 8341827.00000       0.18775   500.00   500.00     1.50    1-HR  ALL       16011509          
  499990.00000 8341510.00000       0.09565   500.00   500.00     1.50    1-HR  ALL       16011510          
  500020.00000 8341827.00000       4.86193   500.00   500.00     1.50    1-HR  ALL       16011510          
  499990.00000 8341510.00000       0.11954   500.00   500.00     1.50    1-HR  ALL       16011511          
  500020.00000 8341827.00000       8.69469   500.00   500.00     1.50    1-HR  ALL       16011511          
  499990.00000 8341510.00000       0.13994   500.00   500.00     1.50    1-HR  ALL       16011512          
  500020.00000 8341827.00000      10.38948   500.00   500.00     1.50    1-HR  ALL       16011512          
  499990.00000 8341510.00000       0.11515   500.00   500.00     1.50    1-HR  ALL       16011513          
  500020.00000 8341827.00000       8.32154   500.00   500.00     1.50    1-HR  ALL       16011513          
  499990.00000 8341510.00000       0.12027   500.00   500.00     1.50    1-HR  ALL       16011514          
  500020.00000 8341827.00000       4.51289   500.00   500.00     1.50    1-HR  ALL       16011514          
  499990.00000 8341510.00000       0.09328   500.00   500.00     1.50    1-HR  ALL       16011515          
  500020.00000 8341827.00000       2.27839   500.00   500.00     1.50    1-HR  ALL       16011515          
  499990.00000 8341510.00000       0.04046   500.00   500.00     1.50    1-HR  ALL       16011516          
  500020.00000 8341827.00000       1.06704   500.00   500.00     1.50    1-HR  ALL       16011516          
  499990.00000 8341510.00000       0.00490   500.00   500.00     1.50    1-HR  ALL       16011517          
  500020.00000 8341827.00000       0.04141   500.00   500.00     1.50    1-HR  ALL       16011517          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011518          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011518          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011519          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011519          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011520          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011520          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011521          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011521          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011522          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011522          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011523          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011523          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011524          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011524          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011601          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011601          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011602          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011602          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011603          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011603          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011604          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011604          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011605          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011605          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011606          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011606          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011607          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011607          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011608          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011608          
  499990.00000 8341510.00000       0.02316   500.00   500.00     1.50    1-HR  ALL       16011609          
  500020.00000 8341827.00000       0.39179   500.00   500.00     1.50    1-HR  ALL       16011609          
  499990.00000 8341510.00000       0.34768   500.00   500.00     1.50    1-HR  ALL       16011610          
  500020.00000 8341827.00000      16.38489   500.00   500.00     1.50    1-HR  ALL       16011610          
  499990.00000 8341510.00000       0.20073   500.00   500.00     1.50    1-HR  ALL       16011611          
  500020.00000 8341827.00000      13.43432   500.00   500.00     1.50    1-HR  ALL       16011611          
  499990.00000 8341510.00000       0.15178   500.00   500.00     1.50    1-HR  ALL       16011612          
  500020.00000 8341827.00000      11.07564   500.00   500.00     1.50    1-HR  ALL       16011612          
  499990.00000 8341510.00000       0.10467   500.00   500.00     1.50    1-HR  ALL       16011613          
  500020.00000 8341827.00000       7.42495   500.00   500.00     1.50    1-HR  ALL       16011613          
  499990.00000 8341510.00000       0.15263   500.00   500.00     1.50    1-HR  ALL       16011614          
  500020.00000 8341827.00000       9.25275   500.00   500.00     1.50    1-HR  ALL       16011614          
  499990.00000 8341510.00000       0.08340   500.00   500.00     1.50    1-HR  ALL       16011615          
  500020.00000 8341827.00000       4.18977   500.00   500.00     1.50    1-HR  ALL       16011615          
  499990.00000 8341510.00000       0.03156   500.00   500.00     1.50    1-HR  ALL       16011616          
  500020.00000 8341827.00000       0.81027   500.00   500.00     1.50    1-HR  ALL       16011616          
  499990.00000 8341510.00000       0.00728   500.00   500.00     1.50    1-HR  ALL       16011617          
  500020.00000 8341827.00000       0.05699   500.00   500.00     1.50    1-HR  ALL       16011617          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011618          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011618          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011619          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011619          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011620          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011620          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011621          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011621          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011622          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011622          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011623          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011623          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011624          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011624          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011701          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011701          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011702          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011702          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011703          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011703          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011704          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011704          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011705          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011705          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011706          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011706          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011707          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011707          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011708          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011708          
  499990.00000 8341510.00000       0.29692   500.00   500.00     1.50    1-HR  ALL       16011709          
  500020.00000 8341827.00000       7.70070   500.00   500.00     1.50    1-HR  ALL       16011709          
  499990.00000 8341510.00000       1.27198   500.00   500.00     1.50    1-HR  ALL       16011710          
  500020.00000 8341827.00000      42.46917   500.00   500.00     1.50    1-HR  ALL       16011710          
  499990.00000 8341510.00000       0.49884   500.00   500.00     1.50    1-HR  ALL       16011711          
  500020.00000 8341827.00000      24.79450   500.00   500.00     1.50    1-HR  ALL       16011711          
  499990.00000 8341510.00000       0.33830   500.00   500.00     1.50    1-HR  ALL       16011712          
  500020.00000 8341827.00000      14.89279   500.00   500.00     1.50    1-HR  ALL       16011712          
  499990.00000 8341510.00000       0.28061   500.00   500.00     1.50    1-HR  ALL       16011713          
  500020.00000 8341827.00000      15.35525   500.00   500.00     1.50    1-HR  ALL       16011713          
  499990.00000 8341510.00000       0.13976   500.00   500.00     1.50    1-HR  ALL       16011714          
  500020.00000 8341827.00000       8.48773   500.00   500.00     1.50    1-HR  ALL       16011714          
  499990.00000 8341510.00000       0.07501   500.00   500.00     1.50    1-HR  ALL       16011715          
  500020.00000 8341827.00000       2.18162   500.00   500.00     1.50    1-HR  ALL       16011715          
  499990.00000 8341510.00000       0.02068   500.00   500.00     1.50    1-HR  ALL       16011716          
  500020.00000 8341827.00000       0.11722   500.00   500.00     1.50    1-HR  ALL       16011716          
  499990.00000 8341510.00000       0.00513   500.00   500.00     1.50    1-HR  ALL       16011717          
  500020.00000 8341827.00000       0.07476   500.00   500.00     1.50    1-HR  ALL       16011717          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011718          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011718          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011719          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011719          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011720          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011720          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011721          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011721          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011722          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011722          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011723          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011723          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011724          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011724          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011801          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011801          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011802          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011802          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011803          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011803          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011804          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011804          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011805          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011805          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011806          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011806          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011807          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011807          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011808          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011808          
  499990.00000 8341510.00000       0.08889   500.00   500.00     1.50    1-HR  ALL       16011809          
  500020.00000 8341827.00000       0.86164   500.00   500.00     1.50    1-HR  ALL       16011809          
  499990.00000 8341510.00000       0.05876   500.00   500.00     1.50    1-HR  ALL       16011810          
  500020.00000 8341827.00000       1.45016   500.00   500.00     1.50    1-HR  ALL       16011810          
  499990.00000 8341510.00000       0.06264   500.00   500.00     1.50    1-HR  ALL       16011811          
  500020.00000 8341827.00000       2.42412   500.00   500.00     1.50    1-HR  ALL       16011811          
  499990.00000 8341510.00000       0.06379   500.00   500.00     1.50    1-HR  ALL       16011812          
  500020.00000 8341827.00000       2.24326   500.00   500.00     1.50    1-HR  ALL       16011812          
  499990.00000 8341510.00000       0.13451   500.00   500.00     1.50    1-HR  ALL       16011813          
  500020.00000 8341827.00000       4.42553   500.00   500.00     1.50    1-HR  ALL       16011813          
  499990.00000 8341510.00000       0.11141   500.00   500.00     1.50    1-HR  ALL       16011814          
  500020.00000 8341827.00000       5.71876   500.00   500.00     1.50    1-HR  ALL       16011814          
  499990.00000 8341510.00000       0.06342   500.00   500.00     1.50    1-HR  ALL       16011815          
  500020.00000 8341827.00000       1.63982   500.00   500.00     1.50    1-HR  ALL       16011815          
  499990.00000 8341510.00000       0.04533   500.00   500.00     1.50    1-HR  ALL       16011816          
  500020.00000 8341827.00000       0.30248   500.00   500.00     1.50    1-HR  ALL       16011816          
  499990.00000 8341510.00000       0.00435   500.00   500.00     1.50    1-HR  ALL       16011817          
  500020.00000 8341827.00000       0.00271   500.00   500.00     1.50    1-HR  ALL       16011817          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011818          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011818          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011819          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011819          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011820          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011820          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011821          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011821          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011822          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011822          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011823          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011823          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011824          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011824          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011901          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011901          
  499990.00000 8341510.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011902          
  500020.00000 8341827.00000       0.00000   500.00   500.00     1.50    1-HR  ALL       16011902          
